station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"kamishiro-yamaguchi-iwakunishi","神代","かみよ","カミヨ","か","special_char"
"kamishiro（nabeshimateizen）-nagasaki-unzenshi","神代（鍋島邸前）","くましろ（なべしまていまえ）","クマシロ（ナベシマテイマエ）","か","special_char"
"kamisugi-hiroshima-mitsugishi","神杉","かみすぎ","カミスギ","か","special_char"
"kamiya-shizuoka-fujishi","神谷","かみや","カミヤ","か","special_char"
"kamiyachou-tokyo-minatoku","神谷町","かみやまち","カミヤマチ","か","special_char"
"kamiyama-niigata-aganoichi","神山","かみやま","カミヤマ","か","special_char"
"kamiyashiro-aichi-nagoyashi","上社","かみやしろ","カミヤシロ","か","special_char"
"kanagawa-kanagawa-yokohamashi","神奈川","かながわ","カナガワ","か","special_char"
"kanagawashinmachi-kanagawa-yokohamashi","神奈川新町","かながわしんまち","カナガワシンマチ","か","special_char"
"kanda-nagasaki-sasamachi","神田","かんだ","カンダ","か","special_char"
"kanda-tokyo-chiyodaku","神田","かんだ","カンダ","か","special_char"
"kandachi-ibaraki-tsuchiurashi","神立","かんだつ","カンダツ","か","special_char"
"kanda（koutsuukyokumae）-kagoshima-kagoshimashi","神田（交通局前）","かんだ（こうつうきょくまえ）","カンダ（コウツウキョクマエ）","か","special_char"
"kanekefuchi-tokyo-sumidaku","鐘ヶ淵","かねヶふち","カネヶフチ","か","kanji_remains;katakana_remains;special_char"
"kankehara-gifu-sekigaharamachi","関ヶ原","せきがはら","セキガハラ","さ","special_char"
"kanmata-fukushima-tamurashi","神俣","かんまた","カンマタ","か","special_char"
"kannabe-hiroshima-fukuyamashi","神辺","かんべ","カンベ","か","special_char"
"kanno-hyogo-kakogawashi","神野","かみの","カミノ","か","special_char"
"kannomiya-mie-tsushi","関ノ宮","せきノみや","セキノミヤ","さ","katakana_remains;special_char"
"kanyuushahikosan-fukuoka-soedamachi","歓遊舎ひこさん","歓遊しゃひこさん","歓遊シャヒコサン","その他","kanji_remains"
"kanzaki-saga-kanzakishi","神埼","かんざき","カンザキ","か","special_char"
"kanzakigawa-osaka-oosakashi","神崎川","かんざきがわ","カンザキガワ","か","special_char"
"kan々saka-kumamoto-kumamotoshi","韓々坂","かん々さか","カン々サカ","か","kanji_remains"
"kashiharajinguumae-nara-kashiharashi","橿原神宮前","かしはらじんぐうまえ","カシハラジングウマエ","か","special_char"
"kashiharajinguunishiguchi-nara-kashiharashi","橿原神宮西口","かしはらじんぐうにしぐち","カシハラジングウニシグチ","か","special_char"
"kashiijinguu-fukuoka-fukuokashi","香椎神宮","かしいじんぐう","カシイジングウ","か","special_char"
"kashimajinguu-ibaraki-kashimashi","鹿島神宮","かしまじんぐう","カシマジングウ","か","special_char"
"kashimasakkaasutajiamu-ibaraki-kashimashi","鹿島サッカースタジアム","かしまサッカースタジアム","カシマサッカースタジアム","か","katakana_remains"
"kashiwanohakyanpasu-chiba-kashiwashi","柏の葉キャンパス","かしわのはキャンパス","カシワノハキャンパス","か","katakana_remains"
"kasumigaseki-saitama-kawagoeshi","霞ヶ関","かすみがせき","カスミガセキ","か","special_char"
"kasumigaseki-tokyo-chiyodaku","霞ヶ関","かすみがせき","カスミガセキ","か","special_char"
"kasumikeoka-hyogo-koubeshi","霞ヶ丘","かすみがおか","カスミガオカ","か","special_char"
"kasumikeoka-nara-ikomashi","霞ヶ丘","かすみがおか","カスミガオカ","か","special_char"
"kasumikeura-mie-yokkaichishi","霞ヶ浦","かすみがうら","カスミガウラ","か","special_char"
"katabiranotsuji-kyoto-kyoutoshi","帷子ノ辻","かたびらノつじ","カタビラノツジ","か","katakana_remains;special_char"
"katasekounoshima-kanagawa-fujisawashi","片瀬江ノ島","かたせえノしま","カタセエノシマ","か","katakana_remains;special_char"
"kawanoe-ehime-shikokuchuuoushi","川之江","かわのえ","カワノエ","か","special_char"
"kawarakehama-shiga-ootsushi","瓦ヶ浜","かわらがはま","カワラガハマ","か","special_char"
"kazusaichinomiya-chiba-ichinomiyamachi","上総一ノ宮","かつさいちノみや","カツサイチノミヤ","か","katakana_remains;special_char"
"keeburuenryakutera-shiga-ootsushi","ケーブル延暦寺","ケーブルえんりゃくじ","ケーブルエンリャクジ","その他","katakana_remains;special_char"
"keeburuhachimanguukuchi-kyoto-yahatashi","ケーブル八幡宮口","ケーブルはちまんぐうぐち","ケーブルハチマングウグチ","その他","katakana_remains;special_char"
"keeburuhachimanguuyamagami-kyoto-yahatashi","ケーブル八幡宮山上","ケーブルはちまんぐうさんじょう","ケーブルハチマングウサンジョウ","その他","katakana_remains;special_char"
"keeburuhiei-kyoto-kyoutoshi","ケーブル比叡","ケーブルひえい","ケーブルヒエイ","その他","katakana_remains;special_char"
"keeburusakamoto-shiga-ootsushi","ケーブル坂本","ケーブルさかもと","ケーブルサカモト","その他","katakana_remains;special_char"
"keeburuyamagami-hyogo-kawanishishi","ケーブル山上","ケーブルさんじょう","ケーブルサンジョウ","その他","katakana_remains;special_char"
"keeburuyase-kyoto-kyoutoshi","ケーブル八瀬","ケーブルはちせ","ケーブルハチセ","その他","katakana_remains;special_char"
"keikyuuhigashikanagawa-kanagawa-yokohamashi","京急東神奈川","きょうきゅうひがしかながわ","キョウキュウヒガシカナガワ","か","special_char"
"keiouhorinouchi-tokyo-hachioujishi","京王堀之内","けいおうほりのうち","ケイオウホリノウチ","か","special_char"
"keioutamasentaa-tokyo-tamashi","京王多摩センター","けいおうたまセンター","ケイオウタマセンター","か","katakana_remains"
"keiouyomiurirando-tokyo-inagishi","京王よみうりランド","けいおうよみうりランド","ケイオウヨミウリランド","か","katakana_remains"
"keisankagakusentaa-hyogo-koubeshi","計算科学センター","けいさんかがくセンター","ケイサンカガクセンター","か","katakana_remains"
"keiseihikifune-tokyo-sumidaku","京成曳舟","けいせい曳ふね","ケイセイ曳フネ","か","kanji_remains"
"kiboukeoka-kanagawa-yokohamashi","希望ヶ丘","きぼうがおか","キボウガオカ","か","special_char"
"kiikamiya-wakayama-takanomachi","紀伊神谷","きいかみや","キイカミヤ","か","special_char"
"kiinakanoshima-wakayama-wakayamashi","紀伊中ノ島","きいなかノしま","キイナカノシマ","か","katakana_remains;special_char"
"kiiurakami-wakayama-nachikatsuuramachi","紀伊浦神","きいうらがみ","キイウラガミ","か","special_char"
"kinkesaki-iwate-kanegasakimachi","金ヶ崎","かねがさき","カネガサキ","か","special_char"
"kinohon-shiga-nagahamashi","木ノ本","きノもと","キノモト","か","katakana_remains;special_char"
"kinokawa-wakayama-wakayamashi","紀ノ川","きノかわ","キノカワ","か","katakana_remains;special_char"
"kinoshita-nagano-minowamachi","木ノ下","きノした","キノシタ","か","katakana_remains;special_char"
"kirishimajinguu-kagoshima-kirishimashi","霧島神宮","きりしまじんぐう","キリシマジングウ","か","special_char"
"kishimojinmae-tokyo-toshimaku","鬼子母神前","きしぼじんまえ","キシボジンマエ","か","special_char"
"kitachigasaki-kanagawa-chigasakishi","北茅ヶ崎","きたちがさき","キタチガサキ","か","special_char"
"kitahorinouchi-niigata-uonumashi","北堀之内","きたほりのうち","キタホリノウチ","か","special_char"
"kitakinkesawa-aomori-fukauramachi","北金ヶ沢","きたかねがさわ","キタカネガサワ","か","special_char"
"kitakoube-gifu-koubemachi","北神戸","きたこうべ","キタコウベ","か","special_char"
"kitashin.matsumotodaigakumae-nagano-matsumotoshi","北新・松本大学前","きたしん・まつもとだいがくまえ","キタシン・マツモトダイガクマエ","か","katakana_remains"
"kitsunekesaki-shizuoka-shizuokashi","狐ヶ崎","きつねヶさき","キツネヶサキ","か","kanji_remains;katakana_remains;special_char"
"kiyoshikoujin-hyogo-takarazukashi","清荒神","きよしこうじん","キヨシコウジン","か","special_char"
"koganejoushi-chiba-matsudoshi","小金城趾","しょうきんじょう趾","ショウキンジョウ趾","さ","kanji_remains"
"koigakubo-tokyo-kokubunjishi","恋ヶ窪","こいがくぼ","コイガクボ","か","special_char"
"kokusaisentaa-aichi-nagoyashi","国際センター","こくさいセンター","コクサイセンター","か","katakana_remains"
"kokusaisentaa-miyagi-sendaishi","国際センター","こくさいセンター","コクサイセンター","か","katakana_remains"
"komagane-nagano-komaganeshi","駒ヶ根","こまがね","コマガネ","か","special_char"
"komakegaku-hokkaido-morimachi","駒ヶ岳","こまがだけ","コマガダケ","か","special_char"
"komakehayashi-hyogo-koubeshi","駒ヶ林","こまヶりん","コマヶリン","か","kanji_remains;katakana_remains;special_char"
"komakemine-fukushima-shinjimachi","駒ヶ嶺","こまがみね","コマガミネ","か","special_char"
"komaketani-osaka-habikinoshi","駒ヶ谷","こまがたに","コマガタニ","か","special_char"
"komenotsu-kagoshima-izumishi","米ノ津","こめノつ","コメノツ","か","katakana_remains;special_char"
"komurajinjamae-kochi-hidakamura","小村神社前","こむらじんじゃまえ","コムラジンジャマエ","か","special_char"
"koshigayareikutaun-saitama-koshigayashi","越谷レイクタウン","こしがやレイクタウン","コシガヤレイクタウン","か","katakana_remains"
"kosumosukuea-osaka-oosakashi","コスモスクエア","コスモスクエア","コスモスクエア","その他","katakana_remains"
"koube-aichi-taharashi","神戸","こうべ","コウベ","か","special_char"
"koube-gunma-midorishi","神戸","こうべ","コウベ","か","special_char"
"koube-hyogo-koubeshi","神戸","こうべ","コウベ","か","special_char"
"koubekuukou-hyogo-koubeshi","神戸空港","こうべくうこう","コウベクウコウ","か","special_char"
"koubesannomiya-hyogo-koubeshi","神戸三宮","こうべさんのみや","コウベサンノミヤ","か","special_char"
"koumi-gifu-motosushi","神海","こうみ","コウミ","か","special_char"
"kounoshima-kanagawa-fujisawashi","江ノ島","えノしま","エノシマ","あ","katakana_remains;special_char"
"kounotorinosato-hyogo-toyookashi","コウノトリの郷","コウノトリのさと","コウノトリノサト","その他","katakana_remains;special_char"
"kousokukoube-hyogo-koubeshi","高速神戸","こうそくこうべ","コウソクコウベ","か","special_char"
"koutsuusentaamae-wakayama-wakayamashi","交通センター前","こうつうセンターまえ","コウツウセンターマエ","か","katakana_remains"
"kouyagorufubamae-hyogo-mikishi","広野ゴルフ場前","ひろのゴルフじょうまえ","ヒロノゴルフジョウマエ","は","katakana_remains"
"kouyukihara-oita-yuushi","向之原","むかいのはる","ムカイノハル","ま","special_char"
"kumagane-miyagi-sendaishi","熊ヶ根","くまがね","クマガネ","か","special_char"
"kumamotojou.shiyakushomae-kumamoto-kumamotoshi","熊本城・市役所前","くまもとじょう・しやくしょまえ","クマモトジョウ・シヤクショマエ","か","katakana_remains"
"kumayukishiro-kagoshima-satsumasendaishi","隈之城","くまのじょう","クマノジョウ","か","special_char"
"kunkehama-chiba-choushishi","君ヶ浜","きみがはま","キミガハマ","か","special_char"
"kurepootopia-hiroshima-kureshi","呉ポートピア","ごポートピア","ゴポートピア","か","katakana_remains"
"kurumazakijinja-kyoto-kyoutoshi","車折神社","くるまおりじんじゃ","クルマオリジンジャ","か","special_char"
